"문제키값","문제","오픈일자","보기순번","보기정보","정답여부"
"91","지난주에 이어 이번 주도 '~바리'를 알아보겠습니다. 얼핏 일본어 아닌가 하는 착각을 하기도 하지만 '~바리'는 일본어와는 상관이 없고요. 사람 동식물 행동 사물 등에 다양하게 쓰이고 있네요. 오늘은 [바리] 시리즈 다섯 번째 문제입니다. 다음은 동식물에 쓰인 '~바리'인데요. '접시꽃'을 나타내는 것은?  ","20121112","388","참바리",""
"90","[바리] 시리즈 네 번째 문제입니다. 다음 중 종류가 다른 한 가지가 있습니다. 어떤 것일까요? ","20121109","381","맞바리",""
"90","[바리] 시리즈 네 번째 문제입니다. 다음 중 종류가 다른 한 가지가 있습니다. 어떤 것일까요? ","20121109","382","장작바리",""
"90","[바리] 시리즈 네 번째 문제입니다. 다음 중 종류가 다른 한 가지가 있습니다. 어떤 것일까요? ","20121109","383","꽃바리",""
"90","[바리] 시리즈 네 번째 문제입니다. 다음 중 종류가 다른 한 가지가 있습니다. 어떤 것일까요? ","20121109","384","꼬바리","정답"
"89","이번 주는 [바리]를 주제로 문제를 냅니다. '트레바리벗바리'에 이어 3탄. '뭇바리'라는 말이 있습니다. 어떤 뜻일까요?","20121108","377","묵을 담는 사발",""
"89","이번 주는 [바리]를 주제로 문제를 냅니다. '트레바리벗바리'에 이어 3탄. '뭇바리'라는 말이 있습니다. 어떤 뜻일까요?","20121108","378","여러 친구와 동료","정답"
"89","이번 주는 [바리]를 주제로 문제를 냅니다. '트레바리벗바리'에 이어 3탄. '뭇바리'라는 말이 있습니다. 어떤 뜻일까요?","20121108","379","나무로 만든 바리때",""
"89","이번 주는 [바리]를 주제로 문제를 냅니다. '트레바리벗바리'에 이어 3탄. '뭇바리'라는 말이 있습니다. 어떤 뜻일까요?","20121108","380","무우다발",""
"88","오늘이 입동이라고 하네요. 겨울 시작입니다. 예전에는 가을걷이가 끝나면 김장에 땔나무에 겨울준비에 부산했다고 하는데 지금은 정말 옛말이 되어 버린 것 같네요. 어제는 '트레바리'에 대해서 알아봤는데요 오늘은 '벗바리'라는 말이 어떤 것인지 맞춰볼까요?","20121107","373","뒤를 돌보아 주는 사람이 많다","정답"
"88","오늘이 입동이라고 하네요. 겨울 시작입니다. 예전에는 가을걷이가 끝나면 김장에 땔나무에 겨울준비에 부산했다고 하는데 지금은 정말 옛말이 되어 버린 것 같네요. 어제는 '트레바리'에 대해서 알아봤는데요 오늘은 '벗바리'라는 말이 어떤 것인지 맞춰볼까요?","20121107","374","성격이 활달하고 비위가 좋다",""
"88","오늘이 입동이라고 하네요. 겨울 시작입니다. 예전에는 가을걷이가 끝나면 김장에 땔나무에 겨울준비에 부산했다고 하는데 지금은 정말 옛말이 되어 버린 것 같네요. 어제는 '트레바리'에 대해서 알아봤는데요 오늘은 '벗바리'라는 말이 어떤 것인지 맞춰볼까요?","20121107","375","이마가 벗어져 시원하게 보인다",""
"88","오늘이 입동이라고 하네요. 겨울 시작입니다. 예전에는 가을걷이가 끝나면 김장에 땔나무에 겨울준비에 부산했다고 하는데 지금은 정말 옛말이 되어 버린 것 같네요. 어제는 '트레바리'에 대해서 알아봤는데요 오늘은 '벗바리'라는 말이 어떤 것인지 맞춰볼까요?","20121107","376","머리가 좋고 관찰력이 치밀하다",""
"87","'트레바리'라는 순우리말이 있습니다. 다음 중 어떤 뜻일까요?","20121106","369","형식에 사로잡혀 일을 제대로 하지 못하는 사람",""
"87","'트레바리'라는 순우리말이 있습니다. 다음 중 어떤 뜻일까요?","20121106","370","트집 잡기를 좋아하는 사람",""
"87","'트레바리'라는 순우리말이 있습니다. 다음 중 어떤 뜻일까요?","20121106","371","까닭 없이 남의 말에 반대하기를 좋아하는 성격을 가진 사람","정답"
"87","'트레바리'라는 순우리말이 있습니다. 다음 중 어떤 뜻일까요?","20121106","372","미련하고 무지한 사람",""
"86","날씨가 쌀쌀한 게 초겨울이 훌쩍 다가왔음을 느끼게 합니다.  오늘은 24절기 관련 문제입니다. 다음 절기 중에서 겨울을 나타내는 절기가 아닌 것은 어떤 것일까요?","20121105","365","한로 (寒露)","정답"
"86","날씨가 쌀쌀한 게 초겨울이 훌쩍 다가왔음을 느끼게 합니다.  오늘은 24절기 관련 문제입니다. 다음 절기 중에서 겨울을 나타내는 절기가 아닌 것은 어떤 것일까요?","20121105","366","소설 (小雪)",""
"86","날씨가 쌀쌀한 게 초겨울이 훌쩍 다가왔음을 느끼게 합니다.  오늘은 24절기 관련 문제입니다. 다음 절기 중에서 겨울을 나타내는 절기가 아닌 것은 어떤 것일까요?","20121105","367","동지 (冬至)",""
"86","날씨가 쌀쌀한 게 초겨울이 훌쩍 다가왔음을 느끼게 합니다.  오늘은 24절기 관련 문제입니다. 다음 절기 중에서 겨울을 나타내는 절기가 아닌 것은 어떤 것일까요?","20121105","368","대한 (大寒)",""
"85","드디어~ [헐레벌떡] 7탄입니다. '헐떡이다'라는 말이 있지요. 오늘은 이 '헐떡이다'를 가지고 문제를 풀어보겠습니다. 다음 중 틀린 것을 골라주세요.허","20121102","361","'헐떡이다 - 헐떡대다 - 헐떡거리다'로 활용이 된다.",""
"85","드디어~ [헐레벌떡] 7탄입니다. '헐떡이다'라는 말이 있지요. 오늘은 이 '헐떡이다'를 가지고 문제를 풀어보겠습니다. 다음 중 틀린 것을 골라주세요.허","20121102","362","같은 의미로 '할래발딱 할레발딱'이 있다.",""
"85","드디어~ [헐레벌떡] 7탄입니다. '헐떡이다'라는 말이 있지요. 오늘은 이 '헐떡이다'를 가지고 문제를 풀어보겠습니다. 다음 중 틀린 것을 골라주세요.허","20121102","363","'헐떡헐떡하다'는 '헐떡하다'보다 센 어감이다.","정답"
"85","드디어~ [헐레벌떡] 7탄입니다. '헐떡이다'라는 말이 있지요. 오늘은 이 '헐떡이다'를 가지고 문제를 풀어보겠습니다. 다음 중 틀린 것을 골라주세요.허","20121102","364","'할강할강할그랑할그랑'도 같은 의미이다.",""
"84","짜잔~ 오늘은 [헐레벌떡] 6탄입니다! '헐레벌떡'과 같은 의미를 가진 '새근발딱'이라는 말이 있습니다. '새근발딱'에 대한 다음 설명 중 틀린 것을 골라주세요~","20121101","357","'새근발딱이다 -  새근발딱하다 - 새근발딱대다 - 새근발딱거리다'로 활용한다.",""
"84","짜잔~ 오늘은 [헐레벌떡] 6탄입니다! '헐레벌떡'과 같은 의미를 가진 '새근발딱'이라는 말이 있습니다. '새근발딱'에 대한 다음 설명 중 틀린 것을 골라주세요~","20121101","358","'새근발딱'보다 센 어감으로 '쌔근발딱 쌔근팔딱 새근펄떡'이 있다.","정답"
"84","짜잔~ 오늘은 [헐레벌떡] 6탄입니다! '헐레벌떡'과 같은 의미를 가진 '새근발딱'이라는 말이 있습니다. '새근발딱'에 대한 다음 설명 중 틀린 것을 골라주세요~","20121101","359","강조를 하기 위해 '새근발딱새근발딱'으로도 쓰인다.",""
"84","짜잔~ 오늘은 [헐레벌떡] 6탄입니다! '헐레벌떡'과 같은 의미를 가진 '새근발딱'이라는 말이 있습니다. '새근발딱'에 대한 다음 설명 중 틀린 것을 골라주세요~","20121101","360","비슷한 의미로 '시근벌떡 씨근펄떡'이 있다.",""
"83","요새 계속 [헐레벌떡] 관련 문제를 풀고 있죠? [헐레벌떡] 5탄입니다. 오늘은 헐레벌떡의 사촌(?)인 '시근벌떡'관련 문제입니다. 다음 중 틀린 것은 어느 것일까요?","20121031","353","시근벌떡이다 시근벌떡대다 시근벌떡하다 시근벌떡거리다로 쓰인다.",""
"83","요새 계속 [헐레벌떡] 관련 문제를 풀고 있죠? [헐레벌떡] 5탄입니다. 오늘은 헐레벌떡의 사촌(?)인 '시근벌떡'관련 문제입니다. 다음 중 틀린 것은 어느 것일까요?","20121031","354","강조하기 위해 시근펄떡시근펄떡으로 쓰기도 한다.","정답"
"83","요새 계속 [헐레벌떡] 관련 문제를 풀고 있죠? [헐레벌떡] 5탄입니다. 오늘은 헐레벌떡의 사촌(?)인 '시근벌떡'관련 문제입니다. 다음 중 틀린 것은 어느 것일까요?","20121031","355","씨근벌떡은 시근벌떡보다 센 어감이다.",""
"83","요새 계속 [헐레벌떡] 관련 문제를 풀고 있죠? [헐레벌떡] 5탄입니다. 오늘은 헐레벌떡의 사촌(?)인 '시근벌떡'관련 문제입니다. 다음 중 틀린 것은 어느 것일까요?","20121031","356","씨근벌떡보다 센 어감의 말은 씨근펄떡이다.",""
"82","오늘은 [헐레벌떡] 4탄입니다!  다음은 '헐레벌떡' 관련 말의 활용입니다. 활용이 틀린 것은 어느 것일까요?","20121030","349","헐레벌떡거리다",""
"82","오늘은 [헐레벌떡] 4탄입니다!  다음은 '헐레벌떡' 관련 말의 활용입니다. 활용이 틀린 것은 어느 것일까요?","20121030","350","헐레벌떡헐레벌떡거리다","정답"
"82","오늘은 [헐레벌떡] 4탄입니다!  다음은 '헐레벌떡' 관련 말의 활용입니다. 활용이 틀린 것은 어느 것일까요?","20121030","351","헐레벌떡이다",""
"82","오늘은 [헐레벌떡] 4탄입니다!  다음은 '헐레벌떡' 관련 말의 활용입니다. 활용이 틀린 것은 어느 것일까요?","20121030","352","헐레벌떡헐레벌떡이다",""
"81","여유있게 하루를 시작하셨나요? 오늘은 [헐레벌떡] 3탄입니다. '숨이 차서 숨소리가 고르지 않은' 의미를 나타내는 어근이 참 많죠. 다음 중 의미가 다른 것은 어느 것일까요?","20121029","345","팔딱팔딱","정답"
"81","여유있게 하루를 시작하셨나요? 오늘은 [헐레벌떡] 3탄입니다. '숨이 차서 숨소리가 고르지 않은' 의미를 나타내는 어근이 참 많죠. 다음 중 의미가 다른 것은 어느 것일까요?","20121029","346","시근벌떡",""
"81","여유있게 하루를 시작하셨나요? 오늘은 [헐레벌떡] 3탄입니다. '숨이 차서 숨소리가 고르지 않은' 의미를 나타내는 어근이 참 많죠. 다음 중 의미가 다른 것은 어느 것일까요?","20121029","347","헐떡헐떡",""
"81","여유있게 하루를 시작하셨나요? 오늘은 [헐레벌떡] 3탄입니다. '숨이 차서 숨소리가 고르지 않은' 의미를 나타내는 어근이 참 많죠. 다음 중 의미가 다른 것은 어느 것일까요?","20121029","348","헐근헐근",""
"80","오늘은 [헐레벌떡] 2탄입니다. '새근하다 쌔근하다'는 작은 숨소리가 가쁘게 나는 것을 말하고 '헐떡이다'는 숨을 가쁘고 거칠게 소리를 내는 것이죠.  다음 중 틀린 말을 골라주세요~","20121026","341","쌔근발딱쌔근발딱",""
"80","오늘은 [헐레벌떡] 2탄입니다. '새근하다 쌔근하다'는 작은 숨소리가 가쁘게 나는 것을 말하고 '헐떡이다'는 숨을 가쁘고 거칠게 소리를 내는 것이죠.  다음 중 틀린 말을 골라주세요~","20121026","342","헐근헐근",""
"80","오늘은 [헐레벌떡] 2탄입니다. '새근하다 쌔근하다'는 작은 숨소리가 가쁘게 나는 것을 말하고 '헐떡이다'는 숨을 가쁘고 거칠게 소리를 내는 것이죠.  다음 중 틀린 말을 골라주세요~","20121026","343","새근펄떡새근펄떡","정답"
"80","오늘은 [헐레벌떡] 2탄입니다. '새근하다 쌔근하다'는 작은 숨소리가 가쁘게 나는 것을 말하고 '헐떡이다'는 숨을 가쁘고 거칠게 소리를 내는 것이죠.  다음 중 틀린 말을 골라주세요~","20121026","344","씨근펄떡씨근펄떡",""
"79","오늘은 '숨을 가쁘고 거칠게 들이쉰다'는 의미의 '헐레벌떡'에 대한 문제를 내볼게요. 비슷한 말로 급히 시근벌떡 새근발딱 등등이 있는데요. 다음 중 틀린 것은 어느 것일까요?","20121025","337","할래발딱",""
"79","오늘은 '숨을 가쁘고 거칠게 들이쉰다'는 의미의 '헐레벌떡'에 대한 문제를 내볼게요. 비슷한 말로 급히 시근벌떡 새근발딱 등등이 있는데요. 다음 중 틀린 것은 어느 것일까요?","20121025","338","시근벌떡",""
"79","오늘은 '숨을 가쁘고 거칠게 들이쉰다'는 의미의 '헐레벌떡'에 대한 문제를 내볼게요. 비슷한 말로 급히 시근벌떡 새근발딱 등등이 있는데요. 다음 중 틀린 것은 어느 것일까요?","20121025","339","씨근펄떡",""
"79","오늘은 '숨을 가쁘고 거칠게 들이쉰다'는 의미의 '헐레벌떡'에 대한 문제를 내볼게요. 비슷한 말로 급히 시근벌떡 새근발딱 등등이 있는데요. 다음 중 틀린 것은 어느 것일까요?","20121025","340","쌔근벌떡","정답"
"78","살다 보면 생각지도 않게 좋은 일이 생기기도 하고 반대의 일도 생깁니다. 특히 '안 좋은' 경우에 '어처구니없다'는 표현을 쓰기도 하는데요. 오늘의 문제는 '어처구니없다'에 관한 설명입니다.다음 중 맞지 않는 것은 어떤 것일까요?","20121024","333","비슷한 말로 '어이없다'라는 표현이 있다.",""
"78","살다 보면 생각지도 않게 좋은 일이 생기기도 하고 반대의 일도 생깁니다. 특히 '안 좋은' 경우에 '어처구니없다'는 표현을 쓰기도 하는데요. 오늘의 문제는 '어처구니없다'에 관한 설명입니다.다음 중 맞지 않는 것은 어떤 것일까요?","20121024","334","경상도 사투리로 '억척없다'라고도 한다.","정답"
"78","살다 보면 생각지도 않게 좋은 일이 생기기도 하고 반대의 일도 생깁니다. 특히 '안 좋은' 경우에 '어처구니없다'는 표현을 쓰기도 하는데요. 오늘의 문제는 '어처구니없다'에 관한 설명입니다.다음 중 맞지 않는 것은 어떤 것일까요?","20121024","335","'어이'는 짐승의 어미를 이른다.",""
"78","살다 보면 생각지도 않게 좋은 일이 생기기도 하고 반대의 일도 생깁니다. 특히 '안 좋은' 경우에 '어처구니없다'는 표현을 쓰기도 하는데요. 오늘의 문제는 '어처구니없다'에 관한 설명입니다.다음 중 맞지 않는 것은 어떤 것일까요?","20121024","336","'어처구니'는 상상 속의 큰 동물을 이른다.",""
"77","요즘은 여섯시만 되어도 컴컴해지네요.점점 밤이 길어지는 것 같습니다. 다음은 '잠'에 대한 순우리말입니다. 설명이 틀린 것은 어느 것일까요?","20121023","329","나비잠: 갓난 아이가 두 팔을 머리 위쪽으로 벌리고 자는 잠",""
"77","요즘은 여섯시만 되어도 컴컴해지네요.점점 밤이 길어지는 것 같습니다. 다음은 '잠'에 대한 순우리말입니다. 설명이 틀린 것은 어느 것일까요?","20121023","330","개잠: 개처럼 팔과 다리를 오그리고 자는 잠",""
"77","요즘은 여섯시만 되어도 컴컴해지네요.점점 밤이 길어지는 것 같습니다. 다음은 '잠'에 대한 순우리말입니다. 설명이 틀린 것은 어느 것일까요?","20121023","331","도둑잠: 자야 할 시간이 아닌데 남 몰래 자는 잠",""
"77","요즘은 여섯시만 되어도 컴컴해지네요.점점 밤이 길어지는 것 같습니다. 다음은 '잠'에 대한 순우리말입니다. 설명이 틀린 것은 어느 것일까요?","20121023","332","벼룩잠; 거짓으로 자는 체하는 잠","정답"
"76","성격이 좋은 사람을 가리켜 '넉살 좋다'라고 하지요. 어원을 거슬러 올라가면 '말소리'로 해석이 됩니다. 오늘은 '넉살'과 관련된 문제를 내보려고 합니다. 다음 중 틀린 것은 어느 것일까요?","20121022","325","비슷한 말로 '너스레'가 있다.",""
"76","성격이 좋은 사람을 가리켜 '넉살 좋다'라고 하지요. 어원을 거슬러 올라가면 '말소리'로 해석이 됩니다. 오늘은 '넉살'과 관련된 문제를 내보려고 합니다. 다음 중 틀린 것은 어느 것일까요?","20121022","326","숫기도 비슷한 말에 속한다.",""
"76","성격이 좋은 사람을 가리켜 '넉살 좋다'라고 하지요. 어원을 거슬러 올라가면 '말소리'로 해석이 됩니다. 오늘은 '넉살'과 관련된 문제를 내보려고 합니다. 다음 중 틀린 것은 어느 것일까요?","20121022","327","'넉살머리'라고도 한다.",""
"76","성격이 좋은 사람을 가리켜 '넉살 좋다'라고 하지요. 어원을 거슬러 올라가면 '말소리'로 해석이 됩니다. 오늘은 '넉살'과 관련된 문제를 내보려고 합니다. 다음 중 틀린 것은 어느 것일까요?","20121022","328","너스레를 떨며 웃는 웃음을 '너털웃음'이라 한다.","정답"
"75","'안다미로'라는 순우리말이 있습니다. 과연 어떤 뜻일까요?","20121019","321","오밀조밀  만들어 놓은 미로",""
"75","'안다미로'라는 순우리말이 있습니다. 과연 어떤 뜻일까요?","20121019","322","걱정거리를 잔뜩 가지고 있다는 의미",""
"75","'안다미로'라는 순우리말이 있습니다. 과연 어떤 뜻일까요?","20121019","323","그릇에 넘치도록 많이 담은 모양","정답"
"75","'안다미로'라는 순우리말이 있습니다. 과연 어떤 뜻일까요?","20121019","324","'남의 책임을 맡아 지거나 다른 사람에게 책임을 지움'의 뜻인 안담(按擔)에서 파생된 말",""
"74","'염치(廉恥)'라는 말이 있습니다. '체면을 차릴 줄 알며 부끄러움을 아는 마음'이라는 한자어에서 온 말인데요.이와 비슷한 말로 '얌치'가 있습니다. 염치의 작은 말로 '마음이 깨끗하여 부끄러움을 아는 태도'를 의미합니다. 그러고 보니 염치가 있어야 얌치가 있겠네요!  그럼 여기서 문제입니다! 다음 중 틀린 것은 어느 것일까요?","20121018","317","염치를 염치머리라고 하기도 한다.",""
"74","'염치(廉恥)'라는 말이 있습니다. '체면을 차릴 줄 알며 부끄러움을 아는 마음'이라는 한자어에서 온 말인데요.이와 비슷한 말로 '얌치'가 있습니다. 염치의 작은 말로 '마음이 깨끗하여 부끄러움을 아는 태도'를 의미합니다. 그러고 보니 염치가 있어야 얌치가 있겠네요!  그럼 여기서 문제입니다! 다음 중 틀린 것은 어느 것일까요?","20121018","318","얌치와 비슷한 말로 얌통머리 야마리가 있다.",""
"74","'염치(廉恥)'라는 말이 있습니다. '체면을 차릴 줄 알며 부끄러움을 아는 마음'이라는 한자어에서 온 말인데요.이와 비슷한 말로 '얌치'가 있습니다. 염치의 작은 말로 '마음이 깨끗하여 부끄러움을 아는 태도'를 의미합니다. 그러고 보니 염치가 있어야 얌치가 있겠네요!  그럼 여기서 문제입니다! 다음 중 틀린 것은 어느 것일까요?","20121018","319","얌체는 얌치에서 유래된 말이다.",""
"74","'염치(廉恥)'라는 말이 있습니다. '체면을 차릴 줄 알며 부끄러움을 아는 마음'이라는 한자어에서 온 말인데요.이와 비슷한 말로 '얌치'가 있습니다. 염치의 작은 말로 '마음이 깨끗하여 부끄러움을 아는 태도'를 의미합니다. 그러고 보니 염치가 있어야 얌치가 있겠네요!  그럼 여기서 문제입니다! 다음 중 틀린 것은 어느 것일까요?","20121018","320","얌체족은 표준어가 아니다.","정답"
"73","'경텃절몽구리아들'이란 순우리말이 있답니다. 과연 무슨 뜻일까요?","20121017","313","바보를 일컫는 말",""
"73","'경텃절몽구리아들'이란 순우리말이 있답니다. 과연 무슨 뜻일까요?","20121017","314","머리를 빡빡 깎은 사람","정답"
"73","'경텃절몽구리아들'이란 순우리말이 있답니다. 과연 무슨 뜻일까요?","20121017","315","불교 정토종 신자의 아들",""
"73","'경텃절몽구리아들'이란 순우리말이 있답니다. 과연 무슨 뜻일까요?","20121017","316","스님의 아들이란 뜻",""
"72","반소매에서 긴소매 얇은 옷에서 조금씩 두꺼운 옷으로 옮겨가는 시기에는 기온이 조금만 내려가도 춥다고 호들갑을 떨게 되는 것 같습니다. 한겨울 15도이면 '따뜻하다'고 할 텐데 말이죠! 여하튼 이제는 '춥다'를 달고 살아야 하는 시기가 시작되었네요. 가을철 싸늘한 바람이 불게 될 무렵을 나타내는 말이 있는데요 다음 중 어떤 것인지 맞춰보세요~","20121016","309","추절",""
"72","반소매에서 긴소매 얇은 옷에서 조금씩 두꺼운 옷으로 옮겨가는 시기에는 기온이 조금만 내려가도 춥다고 호들갑을 떨게 되는 것 같습니다. 한겨울 15도이면 '따뜻하다'고 할 텐데 말이죠! 여하튼 이제는 '춥다'를 달고 살아야 하는 시기가 시작되었네요. 가을철 싸늘한 바람이 불게 될 무렵을 나타내는 말이 있는데요 다음 중 어떤 것인지 맞춰보세요~","20121016","310","가을걷이",""
"72","반소매에서 긴소매 얇은 옷에서 조금씩 두꺼운 옷으로 옮겨가는 시기에는 기온이 조금만 내려가도 춥다고 호들갑을 떨게 되는 것 같습니다. 한겨울 15도이면 '따뜻하다'고 할 텐데 말이죠! 여하튼 이제는 '춥다'를 달고 살아야 하는 시기가 시작되었네요. 가을철 싸늘한 바람이 불게 될 무렵을 나타내는 말이 있는데요 다음 중 어떤 것인지 맞춰보세요~","20121016","311","찬바람머리","정답"
"72","반소매에서 긴소매 얇은 옷에서 조금씩 두꺼운 옷으로 옮겨가는 시기에는 기온이 조금만 내려가도 춥다고 호들갑을 떨게 되는 것 같습니다. 한겨울 15도이면 '따뜻하다'고 할 텐데 말이죠! 여하튼 이제는 '춥다'를 달고 살아야 하는 시기가 시작되었네요. 가을철 싸늘한 바람이 불게 될 무렵을 나타내는 말이 있는데요 다음 중 어떤 것인지 맞춰보세요~","20121016","312","바람녘",""
"71","'짜장'하면 어떤 것이 연상되나요? 짜장면 또는 자장면! 그런데 순우리말 '짜장'도 있답니다. 다음 중 '짜장'에 대한 설명이 틀린 것을 고르세요.","20121015","305","그는 짜장 사실인 것처럼 이야기를 한다.",""
"71","'짜장'하면 어떤 것이 연상되나요? 짜장면 또는 자장면! 그런데 순우리말 '짜장'도 있답니다. 다음 중 '짜장'에 대한 설명이 틀린 것을 고르세요.","20121015","306","기를 쓰고 가르쳐 본댔자 소귀에 경 읽기라는 말이 짜장 헛된 이야기만도 아닌 셈이었다.",""
"71","'짜장'하면 어떤 것이 연상되나요? 짜장면 또는 자장면! 그런데 순우리말 '짜장'도 있답니다. 다음 중 '짜장'에 대한 설명이 틀린 것을 고르세요.","20121015","307","'짜장'은 '과연 정말로'라는 의미이다.",""
"71","'짜장'하면 어떤 것이 연상되나요? 짜장면 또는 자장면! 그런데 순우리말 '짜장'도 있답니다. 다음 중 '짜장'에 대한 설명이 틀린 것을 고르세요.","20121015","308","에이 짜장! 이게 무슨 꼴이람!","정답"
"70","공부든 업무든 또는 다른 개인적인 일이든 분야에 상관없이 미루는 습관은 별로 권장할만한 건 못 되는 것 같습니다. 이 미루는 행동을 표현하는 다양한 말들이 있는데요. 다음 중 의미가 다른 것은 어떤 것일까요?","20121012","301","뭉그적거리다",""
"70","공부든 업무든 또는 다른 개인적인 일이든 분야에 상관없이 미루는 습관은 별로 권장할만한 건 못 되는 것 같습니다. 이 미루는 행동을 표현하는 다양한 말들이 있는데요. 다음 중 의미가 다른 것은 어떤 것일까요?","20121012","302","미적대다",""
"70","공부든 업무든 또는 다른 개인적인 일이든 분야에 상관없이 미루는 습관은 별로 권장할만한 건 못 되는 것 같습니다. 이 미루는 행동을 표현하는 다양한 말들이 있는데요. 다음 중 의미가 다른 것은 어떤 것일까요?","20121012","303","미대다",""
"70","공부든 업무든 또는 다른 개인적인 일이든 분야에 상관없이 미루는 습관은 별로 권장할만한 건 못 되는 것 같습니다. 이 미루는 행동을 표현하는 다양한 말들이 있는데요. 다음 중 의미가 다른 것은 어떤 것일까요?","20121012","304","뭉뚱그리다","정답"
"69","'감사(感謝)하다'와 '고맙다'는 말이 있습니다. '감사하다'는 16세기 이후에 간헐적으로 문헌에 나오는 말로 '고맙게 여기다 고마운 마음이 있다'는 의미이구요 '고맙다'는 15세기부터 문헌에 나오는 말로 '남이 베풀어준 호의나 도움에 대하여 마음이 흐뭇하고 즐겁다'는 의미의 순우리말입니다.  다음 중 이 두 개의 말에 대한 설명이 잘못된 것은 어느 것일까요? ","20121011","297","'고맙다'는 순우리말로 '감사하다'보다 일찍 쓰였다.",""
"69","'감사(感謝)하다'와 '고맙다'는 말이 있습니다. '감사하다'는 16세기 이후에 간헐적으로 문헌에 나오는 말로 '고맙게 여기다 고마운 마음이 있다'는 의미이구요 '고맙다'는 15세기부터 문헌에 나오는 말로 '남이 베풀어준 호의나 도움에 대하여 마음이 흐뭇하고 즐겁다'는 의미의 순우리말입니다.  다음 중 이 두 개의 말에 대한 설명이 잘못된 것은 어느 것일까요? ","20121011","298","'감사하다'는 '고맙다'보다 훨씬 품위있는 말이다.","정답"
"69","'감사(感謝)하다'와 '고맙다'는 말이 있습니다. '감사하다'는 16세기 이후에 간헐적으로 문헌에 나오는 말로 '고맙게 여기다 고마운 마음이 있다'는 의미이구요 '고맙다'는 15세기부터 문헌에 나오는 말로 '남이 베풀어준 호의나 도움에 대하여 마음이 흐뭇하고 즐겁다'는 의미의 순우리말입니다.  다음 중 이 두 개의 말에 대한 설명이 잘못된 것은 어느 것일까요? ","20121011","299","'감사합니다'의 높임은 '감사드립니다'이다.",""
"69","'감사(感謝)하다'와 '고맙다'는 말이 있습니다. '감사하다'는 16세기 이후에 간헐적으로 문헌에 나오는 말로 '고맙게 여기다 고마운 마음이 있다'는 의미이구요 '고맙다'는 15세기부터 문헌에 나오는 말로 '남이 베풀어준 호의나 도움에 대하여 마음이 흐뭇하고 즐겁다'는 의미의 순우리말입니다.  다음 중 이 두 개의 말에 대한 설명이 잘못된 것은 어느 것일까요? ","20121011","300","'고맙다'는 '공경하고 높이는' 의미로도 쓰였다.",""
"68","10월 8일은 찬 이슬이 내리기 시작한다는 한로였습니다. 오늘은 전국적으로 구름이 많고 오늘내일 중에 비가 온다고 하는데요. 구름 이슬 비 서리 눈은 모두 대기의 수증기가 다양한 형태로 나타나는 것이죠. '이슬'은 '대기 중의 수증기가 기온에 내려가거나 찬 물체에 부딪힐 때 엉겨서 생기는 물방울'이라고 풀이되어 있습니다.  자 여기서 오늘의 문제! 이슬과 관련한 예쁜 말이 다양한데요. 다음 중 표준어가 아닌 것은?","20121010","293","새벽이슬",""
"68","10월 8일은 찬 이슬이 내리기 시작한다는 한로였습니다. 오늘은 전국적으로 구름이 많고 오늘내일 중에 비가 온다고 하는데요. 구름 이슬 비 서리 눈은 모두 대기의 수증기가 다양한 형태로 나타나는 것이죠. '이슬'은 '대기 중의 수증기가 기온에 내려가거나 찬 물체에 부딪힐 때 엉겨서 생기는 물방울'이라고 풀이되어 있습니다.  자 여기서 오늘의 문제! 이슬과 관련한 예쁜 말이 다양한데요. 다음 중 표준어가 아닌 것은?","20121010","294","아침이슬","정답"
"68","10월 8일은 찬 이슬이 내리기 시작한다는 한로였습니다. 오늘은 전국적으로 구름이 많고 오늘내일 중에 비가 온다고 하는데요. 구름 이슬 비 서리 눈은 모두 대기의 수증기가 다양한 형태로 나타나는 것이죠. '이슬'은 '대기 중의 수증기가 기온에 내려가거나 찬 물체에 부딪힐 때 엉겨서 생기는 물방울'이라고 풀이되어 있습니다.  자 여기서 오늘의 문제! 이슬과 관련한 예쁜 말이 다양한데요. 다음 중 표준어가 아닌 것은?","20121010","295","밤이슬",""
"68","10월 8일은 찬 이슬이 내리기 시작한다는 한로였습니다. 오늘은 전국적으로 구름이 많고 오늘내일 중에 비가 온다고 하는데요. 구름 이슬 비 서리 눈은 모두 대기의 수증기가 다양한 형태로 나타나는 것이죠. '이슬'은 '대기 중의 수증기가 기온에 내려가거나 찬 물체에 부딪힐 때 엉겨서 생기는 물방울'이라고 풀이되어 있습니다.  자 여기서 오늘의 문제! 이슬과 관련한 예쁜 말이 다양한데요. 다음 중 표준어가 아닌 것은?","20121010","296","비이슬",""
"67","오늘이 566번째 한글날입니다. 세종대왕이 1466년 음력 9월에 훈민정음을 반포한 것을 기념하는 날입니다. 1926년부터 기념하기 시작했는데요. 자 오늘의 문제! 오늘날 '한글날'의 첫 이름은 무엇이었을까요? ","20121009","289","한글의 날",""
"67","오늘이 566번째 한글날입니다. 세종대왕이 1466년 음력 9월에 훈민정음을 반포한 것을 기념하는 날입니다. 1926년부터 기념하기 시작했는데요. 자 오늘의 문제! 오늘날 '한글날'의 첫 이름은 무엇이었을까요? ","20121009","290","우리말글날",""
